"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
15,14,7,4,8,10,3,1,5,9,2,3,8,6,3,6,13,3,9,4,5,6,3,5,4,23,3,6,4,8,4,2,4,4,6,6,3,35,8,4,6,4,8,10,4,5,8,4,8,7
22,9,7,6,6,3,1,8,2,13,3,3,5,2,4,2,6,3,2,4,4,8,4,3,6,26,2,6,5,7,3,2,3,7,5,3,7,24,3,6,3,3,3,8,3,2,3,2,1,3
21,19,8,5,9,3,5,4,7,12,6,3,5,7,3,3,4,4,1,4,8,2,4,5,8,22,0,3,4,5,8,5,3,5,5,2,4,26,4,2,5,9,5,4,7,3,0,6,4,4
16,13,2,8,8,8,4,4,6,10,5,7,5,7,4,9,5,7,6,4,7,6,1,4,7,26,3,2,1,5,1,4,6,4,5,7,4,25,3,2,5,5,3,3,4,3,8,9,6,7
16,11,6,5,11,3,5,5,8,15,4,5,6,12,1,3,6,3,2,4,3,7,3,2,7,32,1,5,4,7,5,6,0,8,2,4,7,29,3,6,7,7,3,3,4,8,5,3,1,5
21,9,6,5,10,3,1,5,2,14,3,4,4,2,4,1,5,5,2,5,10,7,6,4,7,33,7,8,4,8,6,4,4,5,8,9,7,24,1,7,8,3,7,2,1,2,4,4,4,2
11,9,12,2,6,7,4,4,5,7,2,5,2,7,3,1,8,7,8,5,1,4,4,3,1,23,7,4,4,4,4,6,4,5,8,7,2,32,6,8,5,4,9,4,2,4,5,6,7,5
21,11,15,4,7,5,2,4,4,11,1,7,4,3,5,2,5,3,4,1,2,5,8,3,3,15,5,4,1,6,8,4,2,1,3,1,5,31,6,7,8,1,3,6,5,5,6,6,2,8
23,11,8,9,13,5,6,5,4,9,3,0,5,10,2,5,4,2,7,4,8,6,4,4,2,28,1,2,7,9,5,2,4,4,4,6,9,33,7,5,4,3,6,5,8,4,4,2,6,6
29,15,7,10,5,6,4,5,5,12,3,0,7,7,4,8,7,5,3,5,10,5,4,4,5,15,5,5,2,3,0,3,2,2,3,5,1,35,7,5,4,9,3,3,6,5,4,6,8,6
18,16,14,9,8,5,2,9,7,10,7,3,8,4,5,2,4,7,5,4,6,4,3,2,4,29,2,6,5,3,4,6,6,4,3,4,5,32,4,7,3,12,5,7,7,2,6,4,8,3
19,6,11,9,7,5,1,3,5,8,5,2,2,6,5,6,8,1,3,2,2,3,5,3,6,15,3,3,6,7,2,2,2,5,2,5,2,23,8,3,2,2,4,5,7,9,5,3,3,2
22,13,10,11,8,8,4,4,3,11,5,3,5,5,2,6,4,4,4,4,4,6,1,5,1,20,4,4,2,1,6,6,3,3,5,2,6,20,6,7,2,3,0,3,3,4,4,3,1,5
28,12,13,10,10,6,1,11,7,13,5,12,4,5,8,3,4,5,2,6,9,2,5,6,4,24,3,8,6,3,5,2,2,3,8,3,8,27,2,0,6,4,3,7,4,6,5,6,2,6
13,15,14,7,8,4,1,2,3,12,3,3,5,7,4,6,5,6,2,8,3,4,3,4,8,23,4,6,4,3,4,4,5,2,8,8,3,22,5,2,2,4,4,3,1,6,5,3,3,2
18,10,7,8,9,3,4,2,4,12,4,6,5,7,4,7,11,1,5,8,8,4,8,3,6,20,2,1,5,7,7,3,3,4,3,6,8,26,3,6,5,7,2,3,8,1,7,3,2,5
15,13,10,7,14,3,5,5,5,12,7,5,4,3,3,4,4,6,3,5,4,2,3,4,4,21,6,7,6,4,7,0,4,5,4,8,4,24,2,4,7,5,5,6,2,2,6,5,5,5
22,10,7,8,10,2,2,6,2,13,2,5,1,5,3,2,8,1,5,5,4,3,5,2,5,25,5,3,3,1,3,3,3,6,6,4,7,30,1,11,3,2,4,7,4,4,9,3,3,5
15,14,7,5,9,5,4,5,6,12,3,5,6,8,5,4,6,6,6,3,4,4,2,3,5,27,4,4,7,3,2,1,3,5,5,7,7,24,3,4,3,5,2,7,7,9,7,7,4,2
22,9,9,9,14,1,5,2,3,20,1,4,3,6,6,2,11,3,5,7,4,8,6,3,9,17,2,2,4,3,4,7,8,1,6,6,4,34,3,3,4,4,17,5,1,3,3,2,6,6
29,10,11,11,8,5,2,10,4,15,5,1,7,12,2,3,7,6,6,4,7,3,1,4,5,28,8,3,4,3,5,2,4,5,3,3,2,26,9,8,4,3,2,5,6,3,3,4,2,3
22,9,7,7,13,7,6,7,6,14,4,9,3,9,5,3,7,5,4,5,7,3,5,5,7,24,1,7,2,10,2,4,4,7,4,6,3,25,4,4,6,4,4,2,4,4,2,4,4,1
26,9,15,5,8,5,3,9,4,17,2,5,3,4,6,3,6,2,3,3,4,3,5,6,9,31,2,3,6,6,8,6,5,6,4,7,4,27,6,4,2,7,4,2,7,4,3,6,4,5
24,10,8,7,8,3,3,6,4,12,6,5,3,5,4,6,11,5,5,5,6,3,5,2,5,19,3,6,3,4,3,4,2,9,4,2,4,29,1,6,4,7,2,3,6,3,3,6,5,3
19,13,10,7,12,6,3,6,6,11,7,3,5,6,4,6,7,7,6,4,7,3,4,3,3,27,5,6,4,3,3,3,9,4,2,7,10,23,6,4,3,6,4,3,1,6,2,4,3,4
27,10,7,6,13,5,1,4,5,19,4,3,2,13,4,4,14,2,8,7,4,4,6,7,6,15,5,3,2,3,6,2,4,5,2,2,3,23,6,5,6,4,7,1,7,2,4,4,2,3
18,5,8,4,6,2,4,4,3,17,6,4,2,7,5,4,6,2,2,6,3,7,4,5,9,22,4,4,4,7,5,1,3,3,3,1,6,29,6,5,5,3,4,7,2,4,6,7,4,1
25,12,5,5,5,0,6,2,6,13,4,5,4,3,8,5,5,2,6,5,1,7,7,7,4,21,4,4,1,7,5,6,3,3,3,5,4,25,4,4,4,1,6,1,3,5,7,7,6,6
20,14,5,3,7,1,5,6,3,20,8,7,6,7,5,5,8,1,6,4,3,1,3,8,3,15,3,0,4,9,4,5,5,6,1,8,1,22,5,6,4,3,2,2,7,2,3,5,7,6
14,16,8,9,4,5,4,2,4,14,2,6,6,4,3,1,5,4,4,3,6,3,2,3,4,22,5,4,3,4,7,3,4,6,3,3,3,20,5,4,1,4,5,3,3,5,5,2,3,1
15,19,8,1,12,4,5,3,4,11,4,7,6,3,7,4,0,7,3,5,2,5,5,3,6,27,4,4,4,3,7,6,5,7,6,0,3,23,4,5,4,8,1,4,3,2,4,3,2,8
12,13,7,3,4,4,2,3,5,14,8,4,3,6,3,6,7,4,7,4,4,1,2,6,2,20,3,3,5,3,4,5,6,2,9,3,6,20,2,1,2,5,1,2,3,3,2,4,2,7
19,7,8,9,7,3,3,2,5,14,7,5,4,9,3,4,7,5,7,3,5,2,3,5,6,18,2,4,5,5,6,3,3,8,5,1,5,24,6,5,5,7,5,1,1,7,2,5,3,4
14,10,7,3,8,2,6,3,3,10,1,8,8,6,5,6,10,4,8,4,1,2,5,6,4,32,5,7,5,6,6,2,9,5,8,4,3,22,3,3,4,4,2,5,3,3,3,4,4,7
14,14,6,4,7,4,5,4,5,9,3,3,2,10,4,5,3,6,7,4,4,4,2,3,7,16,6,6,3,2,5,6,4,4,3,9,3,33,3,5,4,3,6,5,5,3,13,7,8,7
29,9,5,9,10,8,3,5,6,19,5,6,5,9,6,9,8,5,6,3,2,6,4,6,9,38,3,4,6,7,2,1,7,4,9,11,5,35,13,7,3,9,5,7,6,5,8,2,4,4
29,17,8,8,8,2,2,5,2,12,2,2,3,6,6,6,6,5,2,5,5,6,5,4,6,24,6,4,5,3,2,5,6,2,5,6,7,25,5,5,3,6,2,1,6,3,6,4,4,4
14,10,7,3,9,5,7,5,8,8,4,2,4,5,6,6,7,8,3,2,5,0,4,4,1,26,4,7,5,7,4,3,4,8,1,5,5,32,3,3,6,7,4,4,4,5,4,6,8,4
27,12,6,4,7,2,4,9,5,7,3,5,6,7,10,5,6,3,6,6,5,10,2,6,4,25,2,2,8,6,6,2,4,5,4,7,5,27,6,3,6,5,5,4,6,1,2,3,4,0
16,14,7,8,4,2,8,3,2,13,7,2,7,5,3,2,11,8,7,4,5,5,5,6,7,29,3,3,3,2,4,4,8,5,7,6,8,34,6,3,2,7,7,2,10,7,2,7,3,10
18,7,13,5,10,6,5,9,5,10,6,4,6,9,4,5,4,2,3,6,8,4,6,1,3,20,5,3,7,1,0,7,3,3,5,5,5,24,5,6,2,2,3,3,3,7,4,4,5,3
21,13,5,7,8,1,4,2,5,15,5,5,9,11,6,5,9,5,3,7,3,7,6,3,7,20,2,3,6,4,3,3,6,4,1,7,5,31,1,6,3,7,7,4,1,4,6,3,2,4
22,13,10,6,4,4,5,3,3,11,5,4,7,9,3,3,11,8,5,2,3,8,11,5,6,36,8,5,11,7,1,4,4,5,3,3,15,24,5,8,3,7,5,5,7,5,6,3,3,2
13,7,8,4,7,3,2,2,4,9,6,5,2,3,5,2,2,2,5,7,5,4,4,2,1,18,5,4,8,5,2,4,7,4,3,7,5,28,5,5,7,7,1,7,1,5,3,3,4,6
18,19,8,7,8,5,3,5,5,15,11,4,7,9,5,4,9,4,6,6,5,3,1,2,1,24,2,4,4,5,5,2,5,4,6,5,5,32,6,2,8,4,3,5,3,3,6,5,9,6
21,9,8,5,9,4,6,2,5,6,1,2,5,3,5,5,3,6,4,6,4,4,5,6,4,30,5,2,4,8,4,8,6,4,7,7,5,30,5,6,5,2,5,6,7,6,2,5,7,7
16,17,10,8,9,2,7,5,8,14,12,7,3,12,4,7,4,7,2,7,7,3,7,5,7,28,2,2,4,8,5,3,9,4,4,3,7,21,5,2,3,5,3,5,4,6,1,1,5,1
23,22,7,6,8,4,8,3,11,10,1,3,3,8,4,5,9,6,9,6,4,5,4,6,4,28,7,3,4,5,3,4,3,3,4,8,3,20,5,0,5,8,4,4,4,7,6,3,2,2
19,12,14,8,6,11,2,7,4,11,2,12,3,11,7,6,6,6,2,7,6,8,3,7,4,20,5,2,4,3,2,2,4,4,5,1,4,20,5,5,2,5,2,10,4,3,3,4,8,3
23,8,13,10,11,6,4,6,4,14,6,2,3,10,2,6,4,1,5,4,5,7,4,8,6,24,5,4,1,5,3,5,5,6,5,4,6,21,9,2,2,4,0,3,4,3,4,2,4,5
19,15,7,5,9,3,2,6,7,9,2,4,7,5,6,3,5,5,1,4,4,4,7,6,2,24,4,6,2,6,5,2,2,6,3,6,4,24,3,6,3,6,7,2,1,2,6,6,5,6
26,12,6,11,7,3,6,3,5,8,4,1,4,5,5,3,10,2,4,5,9,4,5,6,4,21,7,3,4,5,6,3,4,1,5,2,1,29,4,6,2,9,4,2,5,4,10,5,5,2
16,10,12,9,5,3,2,4,2,13,3,4,6,6,7,7,5,4,4,4,3,1,4,4,5,31,1,7,7,4,6,3,6,5,9,10,2,29,9,5,5,2,5,4,3,7,4,6,6,6
14,16,12,4,10,4,5,4,7,10,5,6,2,5,4,7,7,2,4,5,3,4,1,8,4,9,4,4,3,2,5,5,2,3,3,4,5,29,6,6,5,4,3,6,6,4,4,3,6,3
16,11,3,6,11,1,7,3,6,16,3,3,2,6,4,2,5,5,5,3,5,6,5,6,4,27,3,3,5,4,2,5,5,1,4,3,4,39,4,4,1,6,6,5,6,6,7,6,5,12
15,11,10,5,6,6,3,3,4,5,3,2,2,5,5,3,9,4,2,2,2,4,6,4,3,22,8,2,4,2,10,4,5,2,5,4,4,24,2,6,6,3,4,7,2,3,3,1,7,5
19,12,8,2,3,2,3,2,3,15,6,3,3,6,4,3,9,7,3,3,2,4,5,6,3,21,4,6,5,4,1,4,3,4,5,2,2,26,4,6,2,4,7,6,4,3,3,5,9,7
24,22,7,7,9,6,8,4,3,12,2,4,6,11,3,7,7,5,4,3,7,2,2,9,7,34,2,5,2,1,5,11,4,2,8,8,5,31,5,3,2,7,4,7,5,2,5,4,4,9
14,9,11,5,9,5,2,4,4,8,4,1,10,7,4,4,6,0,2,0,4,2,5,4,1,22,1,5,5,1,7,3,5,4,4,4,9,34,5,3,4,8,7,8,9,4,3,1,4,2
22,18,11,9,13,7,3,11,9,22,8,2,6,7,4,3,10,5,7,6,4,5,5,7,6,27,3,4,7,5,5,6,4,4,1,8,2,32,2,6,1,9,2,10,5,4,5,4,4,2
13,6,8,4,12,3,7,4,1,5,5,0,1,3,2,3,3,4,3,7,2,4,2,5,2,18,1,2,3,3,3,5,3,2,3,6,8,37,5,4,3,5,7,3,8,6,8,4,4,3
25,7,9,9,9,4,4,11,2,11,4,2,4,7,4,4,8,3,3,7,9,5,6,3,4,27,3,3,6,7,8,8,5,4,2,6,6,27,2,3,6,4,7,6,6,4,2,6,6,6
22,17,8,5,8,5,3,1,4,19,3,6,10,7,4,5,6,2,4,4,1,1,5,7,6,32,0,8,5,5,5,6,6,5,7,6,3,31,5,5,4,5,6,4,6,2,12,5,2,7
10,9,7,6,2,3,5,1,7,12,10,6,4,6,4,6,2,6,3,4,5,4,1,5,4,17,2,2,5,0,4,5,7,3,2,2,4,36,8,11,5,6,5,2,7,3,4,5,7,3
26,11,8,8,6,5,3,5,3,18,3,5,6,10,2,1,8,6,4,1,5,4,5,7,6,26,3,4,3,5,4,5,1,7,3,2,3,21,1,4,5,4,6,4,3,4,4,2,6,2
25,12,10,8,9,1,5,2,5,17,3,4,1,8,5,2,7,4,5,4,3,6,4,3,7,21,4,10,4,6,4,4,3,2,7,2,3,21,4,6,7,8,6,3,8,4,5,4,3,5
23,13,9,13,6,3,7,7,2,14,7,6,4,7,4,5,3,4,4,4,4,3,5,5,4,24,3,4,3,12,6,5,8,5,3,5,1,37,6,8,2,11,5,9,6,5,3,4,5,8
12,13,9,9,10,6,4,2,3,11,4,1,5,6,3,6,7,2,2,4,9,1,9,2,6,15,5,0,5,4,3,1,3,10,1,4,5,25,4,7,4,3,4,3,3,8,5,2,5,6
30,19,10,8,10,6,3,8,7,9,4,4,3,4,2,5,7,6,4,1,6,5,3,9,3,28,2,9,4,3,5,4,2,9,7,9,2,26,3,4,5,7,2,5,2,5,5,5,4,5
20,13,4,9,7,4,5,5,3,18,6,6,4,4,3,2,4,1,2,4,6,3,2,3,5,31,9,2,8,4,2,6,2,7,10,2,2,28,3,5,8,3,4,5,4,4,7,4,4,4
22,15,13,4,3,3,2,2,3,12,4,3,6,7,4,3,11,5,6,1,5,5,5,6,5,17,8,2,3,2,7,2,4,1,4,9,1,30,5,6,3,3,6,3,5,8,2,5,3,2
20,8,11,9,6,5,3,3,3,17,7,7,6,3,4,1,12,2,5,4,6,4,5,6,7,30,6,10,2,2,5,9,4,7,5,9,3,27,2,5,6,1,7,4,5,5,6,4,3,4
20,15,4,5,3,3,10,5,3,16,7,0,7,8,6,7,6,5,7,1,3,5,3,3,4,28,5,2,3,4,5,4,3,7,6,10,4,15,4,0,5,0,4,1,2,2,6,3,7,5
15,14,9,7,9,4,5,5,7,16,4,5,4,10,2,3,9,4,4,2,3,4,7,3,6,32,8,5,2,7,5,4,7,4,0,9,6,23,7,5,5,4,4,3,2,4,2,4,1,3
16,15,10,5,8,5,2,5,4,8,2,1,4,5,3,3,4,6,1,6,7,3,5,5,3,28,3,11,5,4,1,7,7,5,3,8,2,18,4,3,6,3,7,1,4,3,0,3,4,5
24,11,5,2,13,3,9,7,4,10,3,4,5,8,5,6,4,5,3,6,3,8,5,3,3,21,6,1,9,4,3,4,4,5,3,4,5,32,6,4,4,7,4,6,4,2,3,8,4,9
25,15,10,5,7,5,1,4,1,13,4,2,3,11,6,6,11,2,10,2,2,3,2,5,8,21,2,2,3,2,3,3,6,9,7,4,4,28,4,3,1,4,2,3,3,2,6,2,9,6
26,10,5,3,15,4,5,4,6,17,3,9,3,2,4,2,4,2,1,9,3,5,6,3,8,29,7,3,5,10,6,2,4,6,6,6,5,29,2,4,4,7,7,2,5,4,7,3,2,3
26,14,12,12,16,4,3,6,11,10,9,1,6,4,3,2,12,5,7,9,3,7,5,3,6,26,3,2,4,4,5,8,7,8,2,5,5,28,3,3,3,5,8,4,5,7,6,3,5,3
16,14,6,5,13,4,6,1,4,12,4,0,5,7,1,6,5,1,1,5,5,4,6,4,4,25,7,3,2,2,7,3,3,5,2,2,4,32,3,4,5,6,6,6,3,6,4,3,4,10
19,11,5,10,4,4,2,2,2,14,5,4,7,6,3,5,8,3,4,5,7,4,4,4,7,19,4,3,5,2,5,4,5,4,2,4,5,32,5,7,5,5,5,5,5,4,6,2,4,6
26,16,11,7,3,5,6,3,4,16,6,6,9,4,6,4,10,2,6,6,3,4,4,3,8,22,5,2,2,5,4,7,2,5,4,1,4,26,4,4,5,9,0,2,4,4,6,7,3,4
23,11,7,8,10,1,2,7,4,11,5,1,5,2,3,2,8,1,3,3,1,6,2,6,7,21,8,0,5,2,3,7,8,2,4,4,2,25,5,5,5,3,8,4,3,7,3,2,3,3
25,14,5,6,9,2,5,3,2,17,11,5,6,8,6,4,7,3,7,3,6,4,2,6,4,28,5,4,4,6,1,4,6,3,6,4,11,21,7,3,1,6,3,4,5,3,1,6,6,4
25,9,11,5,10,10,4,3,4,9,6,9,4,5,3,1,3,2,1,4,2,8,3,5,2,39,8,6,9,10,4,9,4,5,7,4,6,18,2,5,3,3,4,1,1,3,8,7,3,5
19,7,6,11,7,4,4,1,5,9,4,5,2,6,3,3,7,5,1,7,8,4,5,9,4,29,4,7,8,7,6,5,3,2,4,6,5,33,7,4,3,3,6,7,7,7,9,4,6,9
24,22,5,8,9,2,8,4,3,16,4,7,7,7,3,3,10,7,7,5,3,4,2,9,2,23,3,1,3,6,6,3,1,3,4,5,5,35,5,7,5,5,9,3,12,5,6,1,3,5
14,8,7,5,10,3,3,5,8,14,4,6,4,7,4,4,6,5,5,5,3,7,5,3,4,30,4,5,5,4,5,7,10,7,1,3,7,22,6,3,4,1,6,3,4,2,4,4,3,6
17,15,6,9,9,4,7,5,5,13,6,5,7,7,4,3,4,4,7,6,7,3,8,3,9,24,8,5,8,8,5,5,5,2,3,3,2,35,3,2,5,8,10,7,5,4,1,7,6,6
17,15,11,9,7,7,8,5,7,5,2,5,5,6,4,3,8,6,9,5,3,6,6,5,2,36,7,4,5,5,5,6,5,5,5,6,7,27,3,3,4,3,4,6,6,5,3,7,5,5
18,7,10,7,10,7,1,5,3,9,3,2,2,9,4,3,3,7,5,5,2,4,2,8,4,23,2,2,5,3,5,7,6,4,6,1,5,31,3,3,4,3,6,6,2,9,7,7,1,5
16,17,4,8,10,3,10,5,5,8,2,6,8,8,6,5,3,7,1,5,7,0,5,3,5,23,6,2,5,1,5,7,3,3,3,3,1,37,5,4,5,5,3,7,5,6,2,4,8,4
16,12,7,5,11,7,5,4,4,10,3,6,3,4,5,6,6,4,6,6,5,3,1,4,3,25,4,7,6,5,4,2,2,3,7,3,6,29,6,7,6,11,4,6,5,4,2,7,5,4
17,14,9,8,12,6,6,3,4,9,1,7,3,4,4,4,5,8,4,6,6,2,6,2,4,24,4,6,3,7,5,2,5,1,5,4,3,26,6,4,8,6,2,6,2,6,5,3,1,5
20,13,8,5,11,1,6,4,7,12,5,1,9,10,5,8,8,3,7,6,5,1,2,5,4,25,4,4,5,7,3,2,5,7,3,3,4,26,5,4,4,5,6,1,3,4,5,5,7,4
22,13,9,3,9,6,4,2,4,13,4,8,11,6,1,4,5,6,3,8,5,6,3,2,3,26,3,3,9,4,4,7,4,3,4,7,0,29,4,5,7,5,2,5,3,4,4,3,4,8
15,12,13,5,14,3,5,2,10,16,4,8,5,8,3,5,8,4,4,2,6,4,4,4,9,28,3,9,5,3,6,3,5,6,5,3,2,27,5,6,4,5,2,11,4,4,9,3,7,5
21,6,10,8,4,5,6,6,4,21,9,7,2,4,4,2,5,2,2,6,5,5,6,3,7,37,6,1,8,6,6,5,3,8,3,7,4,31,2,4,5,6,6,2,5,7,4,3,4,5
22,14,6,6,2,4,5,9,1,17,5,6,3,8,4,4,3,5,4,1,8,6,4,3,2,22,7,4,7,2,3,5,5,3,4,5,8,23,4,6,4,6,5,4,4,5,5,5,6,5
13,12,6,7,8,3,6,5,4,17,4,8,7,3,4,3,7,6,4,4,5,6,1,0,9,23,2,5,3,1,4,3,6,11,5,3,3,16,3,6,3,5,3,1,6,4,3,3,4,2
12,19,9,5,6,8,4,3,4,8,4,5,3,5,3,3,4,4,6,3,3,8,4,3,6,20,6,2,3,3,7,4,9,4,5,3,2,23,3,6,1,8,2,2,6,4,1,4,6,4
24,6,7,8,8,4,5,1,6,20,2,2,5,5,1,3,3,2,8,1,7,3,8,7,6,34,5,9,6,6,3,6,5,3,7,5,5,23,2,4,9,3,7,3,3,2,3,5,6,9
24,10,9,4,9,3,2,9,4,9,2,5,5,7,2,3,7,4,3,3,3,4,5,9,5,31,6,3,3,3,8,4,10,2,4,6,6,24,5,4,5,5,5,8,7,9,3,2,3,6
22,9,6,4,5,3,4,6,4,10,5,6,4,5,7,4,8,1,1,3,2,2,3,5,3,34,3,3,5,6,2,5,8,7,5,9,6,28,5,3,3,6,3,9,5,0,8,6,2,0
23,16,11,14,6,7,6,6,4,16,9,2,4,13,3,3,3,5,5,6,5,8,2,4,5,26,4,2,11,10,5,6,4,6,3,1,2,38,4,6,6,12,6,4,7,2,8,8,5,4
16,11,8,6,6,6,5,2,6,20,2,7,6,6,6,3,4,1,3,7,6,3,1,6,2,28,5,5,5,3,7,4,3,4,8,3,2,26,8,5,8,7,5,2,0,2,5,5,2,8
22,13,10,5,9,11,4,5,5,14,9,6,4,15,2,3,3,7,2,6,3,12,4,7,1,25,7,6,6,5,5,3,3,1,3,8,4,29,5,2,5,6,4,3,5,6,3,6,4,6
25,12,6,8,10,4,4,3,2,14,2,4,7,7,5,4,7,4,3,3,2,7,5,3,2,31,7,8,0,3,6,7,5,6,5,6,6,27,7,4,2,2,4,6,9,6,4,3,2,3
13,9,9,4,5,5,4,4,3,12,7,9,3,4,5,6,3,3,3,6,2,7,6,5,3,30,9,2,4,3,3,4,6,8,6,6,5,23,5,3,3,5,4,3,4,4,4,3,0,1
23,10,8,6,10,5,6,9,5,16,4,4,11,6,3,5,3,4,1,5,4,5,4,4,6,19,5,4,2,2,5,8,4,3,3,2,6,27,9,6,2,7,6,2,6,2,4,5,2,4
19,16,11,9,8,3,7,2,7,12,2,8,4,11,4,3,7,4,5,3,7,5,2,5,7,25,1,4,3,3,7,2,6,4,3,6,5,21,1,4,1,2,5,4,4,4,2,4,5,3
21,12,8,4,10,4,6,5,3,13,6,4,5,6,3,3,4,7,0,3,7,7,12,4,4,31,3,5,6,2,4,2,3,5,7,10,5,19,2,1,2,3,7,8,6,1,3,4,3,7
27,12,6,6,7,3,3,4,4,10,4,2,4,8,7,9,5,2,3,2,4,4,3,4,1,29,5,5,8,6,5,9,3,4,5,7,6,20,7,5,5,5,3,2,5,2,5,4,4,2
12,11,6,6,7,1,5,4,6,13,4,7,6,7,7,3,2,6,6,1,5,4,3,1,6,21,5,6,6,5,2,6,3,5,4,6,3,31,3,2,2,2,5,4,2,8,7,3,5,7
21,11,7,4,8,4,4,4,4,12,3,3,3,5,2,5,5,6,7,4,8,6,3,6,5,20,6,2,3,2,4,1,4,1,5,4,3,28,8,5,3,13,1,5,7,5,6,9,8,4
23,18,9,7,7,5,5,3,4,20,5,7,8,6,4,3,6,4,5,5,6,6,6,5,6,22,5,5,8,3,3,8,5,5,3,1,4,24,5,6,6,5,2,4,7,4,5,2,3,2
27,11,7,11,6,4,4,4,7,12,6,3,4,7,4,2,6,6,1,5,6,9,5,3,4,24,6,4,7,1,3,4,2,3,6,8,8,35,3,5,1,3,14,2,1,5,11,6,4,5
19,15,7,9,7,3,5,3,4,17,7,4,1,10,4,7,5,12,3,1,6,6,5,4,6,31,4,5,9,5,4,5,4,3,7,4,7,27,4,4,6,5,4,5,2,4,5,6,3,3
24,10,11,5,10,2,6,4,5,15,11,6,2,8,5,5,7,3,5,4,3,5,8,4,4,22,9,7,6,3,5,3,2,4,5,3,5,35,7,8,2,6,6,5,6,4,3,4,0,3
23,20,10,6,9,4,6,4,1,15,8,4,4,7,6,3,7,7,2,0,5,1,6,4,5,28,4,5,6,4,7,3,4,2,3,3,10,21,8,8,4,1,2,6,3,1,2,2,1,3
28,17,8,7,5,8,7,3,5,13,5,3,8,3,8,3,9,8,5,4,3,10,4,5,5,35,5,6,9,8,6,5,4,6,8,3,4,27,2,6,2,2,3,2,3,4,7,3,3,6
16,8,13,10,8,4,4,7,3,10,4,2,4,7,6,5,6,2,2,5,8,7,6,1,3,22,4,2,7,5,10,3,2,1,9,4,10,28,5,4,7,3,5,8,2,1,8,0,7,3
18,15,12,4,10,11,2,7,5,10,3,2,2,5,9,4,4,4,3,3,5,2,6,5,4,25,3,4,3,4,9,5,5,8,3,9,4,30,8,3,4,5,5,8,4,4,3,6,4,4
24,14,10,9,9,7,8,2,4,13,1,11,1,6,10,6,2,2,2,4,3,7,1,5,1,22,2,6,1,3,9,6,7,6,0,3,4,37,4,2,3,5,6,8,8,10,4,4,3,6
21,10,13,3,12,10,7,5,8,12,5,2,2,4,2,4,8,6,1,8,2,5,6,3,4,26,6,6,3,5,3,7,4,1,3,5,5,28,5,5,3,5,7,1,6,4,3,4,5,4
22,12,6,4,6,2,5,6,2,11,6,7,1,6,2,6,7,3,3,4,4,2,2,8,6,29,4,5,3,4,1,9,4,3,6,6,3,16,3,2,4,4,4,4,3,1,8,8,4,7
26,14,9,4,6,2,4,6,3,12,7,5,6,5,7,3,8,6,6,5,2,9,7,1,8,23,4,3,4,5,1,6,6,6,8,8,7,24,1,4,5,2,4,7,7,4,4,6,3,4
17,12,8,9,11,4,7,3,5,14,4,3,3,9,2,6,4,7,2,10,4,4,4,1,3,31,9,3,2,6,2,2,3,10,4,6,5,17,7,1,5,1,2,4,4,2,4,7,4,4
15,11,7,2,6,6,5,5,4,8,2,3,8,7,3,6,6,3,5,4,1,3,2,2,8,25,4,4,7,3,8,3,7,3,2,3,3,26,10,10,3,2,5,2,4,3,4,9,4,3
20,14,8,13,3,0,5,5,2,11,0,6,4,5,6,4,9,3,2,4,4,5,2,2,5,23,7,3,8,4,2,5,6,5,7,0,3,23,4,7,2,7,2,3,5,5,2,7,1,5
27,12,9,2,10,5,1,3,4,12,7,6,3,6,5,5,6,3,3,5,2,7,0,3,2,24,6,5,2,4,5,3,2,4,13,7,3,25,5,7,6,5,4,2,4,3,5,7,2,5
18,15,11,11,8,4,3,2,3,12,4,3,7,3,2,5,6,2,5,3,5,5,3,4,5,21,4,10,5,5,3,4,2,3,4,7,6,32,6,5,9,5,6,5,3,9,2,3,4,4
20,8,6,8,14,5,2,6,2,19,6,5,3,10,7,7,8,4,3,7,4,8,2,3,5,25,5,4,6,4,4,3,4,5,7,1,7,29,3,5,2,3,2,5,3,4,7,12,3,4
18,12,7,6,6,3,3,7,4,12,3,2,2,7,3,2,4,4,3,1,4,1,4,6,3,25,7,6,2,4,5,5,3,5,2,8,8,20,4,3,6,4,2,5,2,5,7,1,4,4
18,11,5,6,10,6,4,4,5,14,1,7,4,8,4,3,10,3,7,8,7,4,6,4,1,20,8,6,3,2,3,5,6,5,4,4,1,26,5,10,3,4,5,4,5,2,5,5,6,10
20,15,7,8,9,1,6,5,5,13,4,8,2,6,5,4,5,5,4,6,2,3,3,4,4,27,7,3,6,3,3,3,2,2,7,9,5,22,5,2,3,5,3,4,1,5,8,2,2,5
23,8,4,10,8,4,3,5,6,20,6,4,3,8,4,2,3,6,2,5,6,8,4,7,5,22,3,1,6,2,3,3,4,4,3,3,8,35,3,6,9,3,4,7,5,3,4,8,5,7
17,10,4,5,13,2,6,6,6,7,3,7,4,4,4,6,4,4,5,8,2,3,4,2,7,26,4,3,4,9,8,2,4,2,2,5,2,26,7,2,6,3,2,2,3,2,6,3,4,7
