"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
17,8,11,5,7,7,12,6,9,7,4,11,9,5,9,4,21,7,7,7,8,10,12,5,10,4,4,10,6,5,6,6,3,8,3,7,7,2,16,7,2,9,8,5,3,6,10,8,6,4,30,4,6,5,6,7,4,3,2,4,5,2,2,1,10,0,29,3,2,5,4,3,6,4,4,1,2,3,5,5,4,3,3,26,4,3,2,4,3,4,3,4,8,5,3,6,3,2,8,4
11,3,10,9,9,11,7,5,7,9,2,14,14,2,7,4,12,4,9,7,5,6,6,5,13,6,8,8,7,3,2,6,4,5,6,5,2,4,5,1,5,4,0,7,10,6,7,8,1,5,29,6,2,7,4,5,3,4,6,5,6,2,10,2,4,7,28,3,6,2,4,3,2,3,6,6,7,5,3,8,4,5,5,27,2,3,5,8,1,1,8,3,5,5,1,5,3,5,4,1
11,4,7,5,4,7,10,4,5,3,5,18,9,3,2,6,10,2,13,1,8,4,5,7,14,8,3,7,4,7,7,10,2,8,9,6,2,6,9,5,4,9,2,8,5,3,3,7,7,4,48,2,4,5,6,4,5,7,10,4,4,5,4,3,7,3,23,2,1,8,6,4,5,4,3,2,4,4,3,4,6,4,1,32,6,3,7,3,4,2,4,9,2,5,3,3,7,2,5,5
17,9,10,7,5,6,7,5,7,10,5,10,11,6,5,9,6,6,8,2,6,14,8,6,8,5,5,11,7,3,2,3,5,9,3,5,2,6,9,5,1,6,4,6,4,2,6,3,4,2,30,3,5,9,7,8,3,4,4,7,3,5,2,3,7,3,25,2,4,3,3,6,2,5,7,9,1,2,5,6,6,3,3,39,7,3,5,6,8,0,6,7,5,5,7,2,2,6,7,3
11,9,8,11,5,7,5,3,10,9,6,18,15,4,3,9,12,6,3,5,14,7,6,3,10,6,4,6,7,2,8,7,6,7,7,2,7,4,15,5,6,8,4,2,5,1,5,7,5,7,37,3,4,5,8,4,3,6,4,4,6,4,6,7,5,5,46,6,5,5,9,6,3,2,3,2,5,5,4,10,5,4,5,34,5,8,7,5,8,5,5,6,7,2,3,1,4,6,4,2
14,6,7,12,7,6,12,5,4,8,3,12,15,8,3,2,5,2,6,6,3,6,4,4,6,5,4,8,6,3,6,10,2,7,3,5,4,2,7,5,3,3,1,6,4,1,5,6,4,4,33,5,6,6,3,5,4,7,3,5,3,1,7,6,8,2,41,7,3,4,4,8,4,5,3,6,9,7,5,2,5,3,5,36,10,5,5,1,7,3,6,7,3,4,9,5,5,4,5,5
12,5,3,11,6,7,9,6,6,6,4,18,8,2,6,10,9,9,9,5,7,7,6,6,12,4,5,8,5,0,9,5,3,2,6,5,6,4,6,7,8,4,5,6,3,2,4,3,3,1,44,8,5,5,2,5,4,9,3,5,5,3,1,2,8,6,31,0,5,1,7,8,4,6,4,3,3,4,4,2,4,5,1,41,10,4,7,2,2,8,4,3,2,4,3,7,5,5,3,5
13,7,9,6,6,7,6,4,4,13,6,10,18,6,12,7,13,2,13,4,5,7,5,4,13,5,7,6,3,3,2,5,7,3,5,6,2,8,6,3,5,7,7,6,4,3,5,8,3,10,37,4,5,9,4,6,2,7,9,4,3,6,4,4,6,4,44,5,2,3,7,4,4,3,4,8,3,4,6,9,8,8,6,30,2,3,4,5,4,3,5,6,5,3,7,3,5,5,5,6
14,6,4,6,5,5,13,5,6,6,2,10,16,6,4,2,11,4,7,1,8,7,10,3,4,7,3,9,10,10,2,7,8,5,7,4,7,6,5,6,8,4,4,3,6,3,5,6,5,3,37,7,5,5,4,4,3,4,1,8,0,5,2,4,8,6,24,8,3,2,8,6,2,5,4,6,5,3,2,6,3,4,7,30,3,2,8,5,3,3,4,4,6,6,4,3,6,6,4,2
12,6,12,12,3,8,11,2,9,12,6,10,6,2,6,12,7,3,12,6,12,5,7,8,13,12,4,7,5,5,8,9,6,7,11,7,4,1,8,3,9,8,5,5,7,2,5,4,6,9,37,7,5,3,6,3,5,5,7,9,4,3,9,4,4,1,37,3,4,9,6,3,3,4,8,8,7,8,4,4,4,2,4,35,6,6,7,2,6,4,7,7,5,6,1,5,2,2,3,7
18,12,12,6,9,9,7,8,10,12,2,15,14,6,7,10,12,9,7,4,6,7,8,7,5,4,7,3,7,5,6,6,5,7,8,4,6,8,8,6,1,6,4,3,7,4,2,2,3,6,36,3,3,4,3,6,8,3,6,3,4,3,5,8,2,5,35,7,8,4,3,4,5,9,4,6,5,8,4,2,3,4,6,31,2,5,7,7,2,5,2,9,6,7,3,5,4,5,4,1
15,9,9,8,9,11,8,3,9,13,8,14,16,1,6,10,8,5,12,2,5,8,9,3,8,6,7,6,4,2,1,7,8,7,10,4,7,5,5,6,10,6,4,5,1,5,3,1,5,4,38,4,7,6,4,3,8,2,5,3,8,6,3,4,4,4,33,3,3,5,3,7,4,3,6,5,4,3,3,4,2,1,4,36,7,2,4,3,5,5,3,7,3,3,5,4,6,7,5,3
20,6,15,10,6,7,8,5,5,9,7,9,9,6,9,5,11,5,16,1,16,9,8,2,14,3,4,9,8,3,8,6,8,7,3,4,5,5,12,2,5,8,3,6,5,4,4,9,1,3,26,2,5,3,4,5,5,4,1,2,4,5,5,2,5,6,43,4,6,4,4,3,5,5,4,7,7,5,2,4,5,7,6,31,11,5,5,5,2,4,4,3,1,5,3,3,4,4,3,3
12,7,9,7,5,11,6,6,3,13,4,10,16,3,7,6,6,5,4,7,6,6,7,8,11,6,5,15,7,5,3,9,3,6,6,3,4,4,10,2,2,3,6,11,4,7,6,3,1,2,36,5,7,9,3,5,5,2,4,3,1,6,7,5,5,4,35,8,3,3,5,3,3,4,5,3,4,10,3,6,5,8,1,36,2,4,5,6,4,6,6,4,3,5,6,4,2,4,3,6
16,7,6,11,5,13,6,4,7,6,6,7,11,8,9,5,5,4,10,7,4,9,7,6,15,10,4,4,6,4,3,5,2,6,5,5,2,3,11,4,5,10,2,5,5,5,9,3,2,2,31,3,10,3,6,4,4,5,2,3,9,2,4,6,3,5,33,7,2,4,6,5,3,9,4,2,4,3,3,3,4,5,3,35,8,5,4,3,4,5,0,4,6,2,6,7,7,2,7,1
10,7,9,6,7,6,6,7,6,10,9,7,13,5,5,5,8,2,13,4,5,9,4,4,14,11,8,6,4,4,4,2,2,8,2,2,3,7,16,2,7,4,6,3,2,4,6,3,2,3,29,3,4,7,3,4,2,5,4,3,3,10,6,0,6,5,26,3,4,2,3,6,5,9,6,4,5,2,2,4,4,4,5,38,8,7,4,2,7,3,4,7,7,7,1,2,4,3,6,3
14,10,10,10,5,7,11,7,7,6,6,13,15,1,10,6,7,2,14,4,9,7,6,4,10,6,6,8,9,7,3,4,3,7,5,5,4,4,10,7,5,8,7,5,4,6,7,5,5,10,33,4,4,5,5,4,6,2,6,4,5,6,5,11,4,4,32,4,2,3,4,5,6,5,4,3,4,3,3,1,2,8,6,37,4,4,3,4,6,2,3,5,4,7,3,6,5,7,8,4
19,3,7,6,7,13,12,4,5,7,8,13,18,8,9,5,8,6,4,2,5,5,5,2,11,8,4,8,2,3,6,3,2,3,4,7,3,2,8,5,3,7,6,4,3,3,3,3,8,1,19,3,2,7,4,1,2,5,3,2,4,6,7,5,5,5,30,5,4,4,5,5,5,5,5,7,6,3,3,3,5,5,6,34,7,2,3,11,5,7,0,7,6,1,7,5,2,3,4,5
20,5,7,12,5,8,11,6,5,6,2,8,13,1,2,5,8,2,13,11,5,8,10,4,4,9,4,10,6,9,5,6,3,9,12,6,3,3,9,3,8,5,7,9,6,3,8,3,2,4,37,4,4,3,7,5,4,4,6,4,9,3,6,3,5,2,33,6,3,0,4,3,0,6,4,2,4,3,9,5,1,4,5,44,6,1,6,7,2,4,6,6,5,6,4,6,5,4,3,8
16,0,7,4,6,8,9,5,9,14,4,9,19,4,10,8,8,6,9,4,9,8,4,3,11,1,4,10,7,6,7,4,6,15,5,1,7,5,7,3,3,7,4,7,2,4,4,4,3,5,29,1,4,6,6,6,3,4,9,11,8,7,5,1,3,2,37,4,5,7,8,2,4,3,4,2,2,6,6,4,4,4,2,36,6,4,6,1,7,4,7,3,0,1,5,6,5,5,6,2
14,6,9,9,7,12,4,1,5,7,4,8,19,6,5,7,10,2,7,5,6,5,7,2,12,8,6,5,8,5,9,10,7,7,7,6,4,4,6,4,2,6,6,8,3,6,4,6,4,6,31,3,2,3,8,5,3,7,8,3,7,9,1,2,6,1,26,3,5,4,5,3,6,5,4,4,0,4,7,6,5,5,4,25,4,4,2,2,4,3,6,6,5,4,6,5,3,4,3,10
19,8,4,6,5,16,10,2,3,9,6,16,17,1,13,9,7,8,12,5,4,5,6,4,9,4,6,5,8,8,3,11,5,7,9,5,6,5,2,2,6,4,3,4,7,2,5,2,4,5,27,4,3,5,7,2,5,4,3,2,4,3,4,1,3,7,33,5,5,7,5,4,3,6,8,5,1,3,3,6,2,1,7,34,3,2,4,2,3,4,0,7,5,4,9,3,5,10,7,5
17,9,9,17,6,14,9,7,5,10,2,13,21,3,7,11,9,7,5,3,6,9,6,4,10,5,7,4,3,4,6,8,5,10,6,6,3,6,7,2,3,12,3,1,4,3,5,5,6,8,28,6,5,6,2,3,6,3,6,1,5,3,5,6,2,3,40,4,3,6,8,12,3,2,5,7,2,5,7,3,4,3,3,40,4,3,5,2,5,6,6,7,6,3,8,1,10,10,1,3
26,8,8,9,11,6,7,6,12,8,9,12,11,4,5,2,8,3,12,7,4,15,4,2,12,7,2,4,6,11,2,5,3,8,3,1,3,6,7,8,7,5,3,3,2,6,5,8,1,6,39,1,7,8,5,5,7,7,4,8,5,3,4,3,3,16,29,3,5,6,4,6,1,5,7,2,7,6,2,3,3,5,5,31,3,5,4,0,6,7,5,3,3,1,3,6,2,5,7,3
7,6,13,8,5,10,8,2,5,3,2,13,14,5,7,5,19,6,5,5,9,5,6,3,9,6,5,9,6,4,7,10,4,9,7,3,6,2,8,7,5,5,3,5,4,11,3,5,5,4,31,5,7,3,5,5,6,4,4,5,3,5,7,4,3,6,39,2,7,5,4,5,2,8,4,7,3,3,3,4,6,3,1,35,5,7,4,5,3,2,6,3,7,5,6,2,2,4,4,4
13,2,9,11,8,5,6,5,5,11,6,7,10,4,6,7,11,1,14,2,10,3,9,4,13,6,5,6,7,8,4,3,2,5,8,7,4,4,9,2,5,8,7,3,2,5,2,3,0,7,29,5,7,5,8,5,8,0,4,2,2,2,5,6,5,4,33,6,6,3,3,2,5,4,4,6,4,5,7,8,5,4,5,29,1,5,1,6,3,1,8,3,6,2,4,4,8,7,5,6
8,7,12,9,9,7,5,0,9,6,1,14,13,4,5,8,6,4,8,6,1,11,4,2,6,4,4,4,3,3,5,5,5,10,5,4,2,6,5,5,4,2,4,4,4,7,3,7,3,3,34,6,3,5,6,6,3,3,6,3,5,6,6,3,2,3,29,4,6,5,4,4,6,1,6,2,4,4,7,4,3,5,6,38,7,7,5,7,8,3,6,4,2,4,6,6,4,2,7,3
24,9,10,11,9,6,9,4,7,8,6,12,14,8,7,6,3,4,11,2,8,5,4,5,6,9,4,3,9,3,3,6,4,12,2,3,0,6,8,4,6,9,6,5,3,4,3,5,4,5,26,7,6,2,6,6,6,4,4,2,4,6,3,2,4,8,37,3,2,8,3,9,3,9,6,4,6,1,3,1,3,3,10,34,4,4,4,7,6,7,4,6,8,2,3,4,2,5,3,4
15,7,13,10,5,9,13,5,5,10,3,17,22,4,6,7,11,4,8,7,4,11,7,4,7,2,7,6,11,6,4,6,3,4,8,2,3,8,8,2,6,5,5,4,5,4,7,1,3,4,38,3,7,2,4,9,4,7,4,8,2,3,3,8,5,6,45,5,2,3,3,6,8,5,3,2,2,7,7,3,4,4,8,37,2,6,10,4,6,4,6,3,3,4,7,4,5,4,6,5
9,3,12,12,7,9,4,7,10,6,11,11,17,5,9,6,8,5,10,4,7,7,6,7,10,5,8,9,7,4,3,6,3,4,5,4,7,10,6,3,5,6,4,3,5,4,4,4,2,2,32,4,5,3,4,1,5,8,1,3,4,5,7,2,4,3,25,2,1,3,4,4,7,5,6,5,2,0,2,5,4,1,2,37,4,4,7,6,4,6,3,2,6,4,6,8,3,4,5,3
8,6,9,5,5,8,6,5,3,8,4,14,13,3,5,5,9,4,12,1,7,3,7,5,5,3,4,3,6,4,3,7,4,3,5,5,9,1,6,4,3,4,2,2,3,4,3,5,4,4,35,11,7,4,6,5,4,6,4,2,3,4,1,4,5,4,46,6,4,4,6,4,6,5,4,2,4,4,4,6,5,6,7,34,4,2,6,4,6,2,7,4,6,1,6,4,2,3,3,6
13,8,6,7,10,8,8,1,10,13,6,7,11,3,7,6,14,1,7,4,4,7,8,9,10,4,2,7,11,3,5,6,4,9,9,4,8,7,5,1,2,3,3,4,7,4,3,5,4,1,37,3,5,9,2,2,2,3,4,5,6,6,4,3,3,7,37,5,5,5,4,3,6,4,3,4,6,2,5,7,7,6,7,34,4,4,5,2,5,4,6,3,4,4,2,7,5,4,11,5
9,9,7,10,4,11,7,2,3,6,7,6,12,5,4,4,12,3,11,4,7,5,8,4,5,4,5,6,8,4,2,6,1,2,6,5,3,7,5,5,6,5,3,4,6,3,3,4,5,5,34,4,4,2,4,7,7,1,5,0,7,3,4,7,5,1,39,9,7,3,4,6,3,2,2,6,3,3,7,5,7,5,1,30,2,5,0,6,3,2,4,6,3,10,1,5,5,4,2,1
13,7,3,11,8,7,8,5,7,7,3,15,16,8,9,7,10,3,6,3,6,7,3,4,11,2,2,7,11,8,5,4,7,5,3,6,4,3,9,5,2,4,5,4,3,5,2,5,3,5,38,7,3,1,3,5,2,3,6,6,4,2,6,5,7,7,27,5,3,5,2,3,4,3,2,2,6,6,2,8,2,8,4,24,2,5,6,3,3,5,3,3,9,1,5,4,4,2,3,2
12,7,9,7,9,10,3,8,6,8,5,8,15,4,7,4,7,7,4,3,10,8,4,7,8,9,4,4,4,2,5,3,5,10,10,4,9,5,13,1,2,8,2,6,3,4,7,2,2,4,26,8,6,4,3,7,2,4,3,4,5,9,9,6,4,5,24,7,3,6,3,1,5,4,3,3,4,2,7,1,6,3,6,39,7,1,7,5,4,3,6,3,6,5,2,7,5,3,6,8
12,4,4,9,7,7,10,1,3,6,3,18,12,8,9,5,10,2,16,6,6,5,5,5,9,4,4,5,4,9,3,4,5,5,4,6,5,3,8,5,6,2,7,2,1,4,6,4,5,3,42,6,5,4,8,5,7,4,7,5,4,8,4,4,5,3,36,11,3,2,6,6,3,5,6,3,3,6,2,4,1,0,6,28,6,1,2,3,2,7,5,4,7,3,8,3,2,3,1,2
12,8,14,10,9,9,7,2,10,13,6,19,15,7,9,3,6,2,12,6,4,8,4,2,9,7,4,2,9,6,6,8,0,8,6,5,6,6,9,3,5,5,4,4,3,3,4,6,5,5,29,5,8,2,10,4,1,10,4,1,5,4,5,5,4,2,37,2,1,6,5,4,4,6,6,4,3,4,3,6,5,4,4,39,6,1,7,1,5,3,7,5,5,3,2,5,1,9,4,5
17,7,5,17,10,14,9,6,11,7,2,14,19,2,8,5,13,3,9,7,10,11,7,2,13,8,5,7,4,8,6,9,3,5,12,7,2,3,5,2,5,4,4,5,1,5,5,5,6,6,37,5,4,5,5,6,6,6,5,5,5,4,3,4,2,1,34,3,5,5,6,5,8,3,4,9,4,4,2,2,4,3,5,36,2,2,3,8,5,3,4,4,2,7,9,6,7,11,3,5
17,2,7,6,7,8,11,6,5,14,2,11,14,6,7,10,10,4,12,5,0,8,6,3,7,6,6,8,4,7,5,8,2,9,6,5,3,3,13,8,6,5,3,3,2,11,6,5,6,2,25,4,2,3,4,5,4,1,5,6,4,3,3,5,4,2,42,1,6,4,7,10,4,6,8,7,1,6,2,7,0,7,6,28,3,4,6,6,3,6,3,2,2,4,3,6,6,2,2,3
12,9,11,8,8,6,10,1,8,15,1,13,17,7,7,10,6,1,11,4,6,7,5,3,10,7,9,6,7,4,3,5,2,3,7,4,4,1,7,4,6,6,5,3,7,4,6,4,1,7,37,4,5,8,2,3,8,7,5,5,10,6,2,5,5,9,26,1,3,7,7,4,5,2,2,4,5,3,1,3,6,3,8,31,4,2,0,3,5,6,6,7,2,5,7,1,6,2,5,5
18,7,10,3,4,7,8,9,5,8,2,7,8,3,9,5,15,2,11,5,5,5,8,4,13,9,6,5,4,10,9,6,3,10,8,3,3,2,8,6,6,5,4,3,7,4,2,9,5,6,34,6,3,6,3,7,5,6,10,2,5,5,8,4,5,8,47,1,6,4,7,6,7,5,4,7,7,1,6,3,5,4,3,31,5,2,8,10,5,4,8,3,6,1,8,7,6,7,2,4
20,13,7,8,2,7,12,1,4,10,6,12,15,4,8,4,15,6,13,2,11,7,7,5,7,2,4,9,3,5,3,6,9,2,7,4,6,3,6,3,5,1,5,7,7,11,8,3,3,2,33,9,3,6,8,4,5,1,7,4,2,5,2,5,3,4,28,7,3,2,5,4,5,3,3,3,3,4,3,5,8,1,0,40,3,1,4,4,7,6,3,3,8,6,8,7,7,3,5,3
16,6,6,8,7,9,7,7,8,12,7,8,11,3,9,5,9,4,5,1,3,7,4,6,5,5,2,9,11,3,3,5,4,10,6,3,2,8,8,1,2,11,3,8,3,7,5,8,5,7,27,6,5,3,2,8,7,1,2,9,3,2,4,2,6,5,37,3,5,3,4,2,3,5,6,4,4,3,3,4,5,4,2,27,5,7,1,2,6,4,6,5,4,3,2,3,3,4,2,3
13,4,10,10,4,9,7,7,4,8,3,11,13,3,8,10,10,5,9,5,7,4,3,7,11,6,4,5,7,7,7,5,4,5,4,6,4,8,10,4,4,5,1,7,4,7,3,4,4,6,39,4,6,1,5,5,11,7,7,3,4,5,6,3,3,5,33,3,3,1,6,3,4,5,5,6,4,1,5,7,4,7,3,31,1,2,1,6,4,9,6,6,6,4,4,6,8,3,4,6
15,7,6,7,8,3,10,3,5,7,3,7,19,6,4,6,7,4,14,4,3,4,4,2,10,9,5,10,4,7,7,2,3,4,12,5,8,3,8,6,6,4,5,6,9,3,4,4,1,4,28,5,2,2,6,4,4,4,4,7,2,4,5,2,1,2,32,6,6,2,5,3,4,6,1,5,5,8,5,2,4,4,3,35,5,4,1,7,5,2,7,5,3,8,5,3,3,6,3,5
19,7,10,9,5,11,17,6,6,7,7,14,15,9,8,4,16,2,12,7,5,7,8,0,11,7,3,5,7,3,7,5,7,5,5,2,2,4,6,7,8,8,5,5,2,6,1,6,4,7,35,1,2,7,5,5,8,0,5,5,1,7,4,7,8,6,42,5,5,3,5,4,6,6,7,4,3,5,7,2,5,7,2,36,2,6,5,3,5,4,6,6,1,5,7,5,4,6,2,3
13,10,9,7,7,13,6,2,4,5,8,19,16,3,4,8,10,7,8,4,6,3,6,8,6,7,5,7,7,6,4,4,4,8,8,1,5,4,10,3,5,4,5,5,5,7,3,4,3,7,33,3,1,5,6,3,3,4,5,3,11,8,1,5,4,4,30,5,3,5,4,2,4,11,3,8,2,5,2,3,8,7,2,35,4,4,8,5,5,5,4,3,4,4,1,7,3,6,2,2
20,10,9,9,7,3,6,7,7,12,3,11,14,5,10,9,6,2,7,4,9,10,5,5,13,7,4,3,11,4,5,5,2,7,8,3,8,10,6,2,3,5,2,4,7,1,8,3,2,3,39,5,9,2,0,7,4,8,5,8,9,3,2,5,0,2,29,3,5,2,3,2,6,3,2,6,2,5,4,3,7,5,4,36,4,6,2,4,7,10,3,5,4,4,7,5,3,5,2,6
11,10,13,8,7,10,7,4,5,5,5,12,13,2,8,8,10,1,16,3,7,2,4,11,8,9,4,5,4,5,5,8,3,6,12,1,2,6,12,2,7,10,7,4,6,3,3,5,7,5,35,6,6,3,8,5,7,2,3,9,5,9,5,2,3,3,41,4,6,7,5,4,5,4,7,2,5,8,2,1,4,4,2,26,4,6,1,4,5,2,3,4,4,1,7,6,6,6,5,1
25,6,8,9,3,12,15,5,4,7,7,15,22,7,9,3,10,6,7,4,7,9,4,4,10,8,6,6,2,6,3,10,9,6,6,8,4,3,4,4,3,3,3,6,8,5,2,2,9,1,39,4,10,3,5,5,2,6,4,3,6,1,6,4,10,5,32,7,5,1,3,6,2,5,5,4,9,5,4,6,2,4,7,42,6,9,5,4,3,4,6,4,3,2,1,8,5,3,7,5
8,1,9,8,5,7,6,3,10,8,5,7,11,2,8,5,11,3,8,3,4,5,8,4,10,8,5,9,5,2,3,3,5,8,6,8,2,3,11,4,4,11,1,3,6,6,3,2,3,9,37,2,8,5,5,6,3,3,2,6,6,3,5,10,3,6,26,4,3,2,3,5,3,5,5,4,4,1,6,4,10,7,3,43,5,5,8,2,7,5,4,2,9,4,10,7,3,2,5,3
12,4,6,9,11,7,10,8,8,10,6,14,19,7,7,6,17,3,6,3,6,10,9,6,9,5,7,5,7,5,6,7,3,6,5,7,2,10,7,6,2,6,5,3,4,0,2,6,6,0,26,6,3,4,4,2,1,4,5,2,7,2,3,2,5,8,30,4,3,9,4,3,4,8,9,3,1,4,3,7,5,2,5,45,1,4,1,6,4,5,8,3,3,3,6,7,4,8,4,6
12,2,7,9,5,4,5,7,11,6,3,7,10,1,4,6,2,4,9,6,6,7,4,4,7,4,3,9,5,5,3,6,2,6,3,4,6,4,9,2,5,7,6,9,5,2,3,3,5,3,21,5,1,7,7,5,5,4,3,3,1,8,4,6,4,3,33,4,5,3,3,6,4,5,4,3,7,3,3,7,4,5,0,34,6,4,4,6,4,5,8,1,2,2,4,3,4,4,4,6
16,11,11,9,11,11,11,4,7,8,6,8,10,4,6,9,11,2,7,1,4,3,12,4,10,9,2,3,10,4,5,7,4,4,8,5,6,7,9,3,3,13,7,3,4,1,3,2,9,3,29,6,4,6,5,6,4,9,5,4,2,6,2,3,6,5,32,4,0,6,5,1,5,5,3,8,3,2,2,3,9,6,3,36,5,3,2,2,2,10,6,1,2,4,6,5,6,5,4,5
10,5,6,11,7,16,5,6,12,9,6,20,21,8,6,7,8,6,10,2,10,7,9,7,6,7,4,9,3,3,2,6,7,8,3,4,7,3,7,5,5,4,5,4,5,5,4,12,3,2,28,3,7,5,4,2,1,7,3,7,6,1,1,3,2,9,35,5,3,4,3,5,7,1,5,4,8,7,1,2,6,6,9,34,3,8,4,3,4,6,7,3,5,5,4,4,4,2,9,4
14,6,8,7,7,9,6,5,7,5,4,8,20,6,5,7,11,4,10,8,5,6,6,2,7,5,5,1,7,3,2,12,7,4,3,3,7,2,6,3,12,7,3,4,4,3,3,3,2,1,29,5,7,4,3,7,2,6,2,5,2,3,4,4,6,6,37,2,2,9,8,5,2,6,6,4,4,2,3,3,5,4,1,35,5,4,2,2,6,4,3,3,6,5,4,3,4,3,4,4
13,5,11,11,4,14,6,3,6,9,3,10,13,5,8,6,6,3,13,7,9,5,6,5,8,8,4,10,7,6,3,9,2,5,7,7,7,5,9,3,3,3,8,4,5,4,4,3,4,1,22,2,5,5,1,2,5,5,4,5,5,3,2,6,2,6,27,7,3,5,3,6,3,9,7,4,5,5,2,5,2,2,3,29,2,7,5,2,6,0,3,3,5,4,2,2,4,3,7,6
17,2,8,9,12,8,6,10,17,3,7,11,15,3,6,7,13,4,8,2,12,11,10,6,6,3,9,8,2,5,2,3,4,4,5,6,7,6,7,8,7,7,2,6,2,5,5,8,4,3,30,4,3,3,5,7,8,5,3,6,2,4,1,3,2,6,41,4,6,5,4,6,3,2,5,2,7,7,6,4,7,3,3,36,3,6,12,3,7,4,8,4,1,2,7,5,10,8,8,3
11,8,9,6,4,4,8,3,7,9,2,18,10,1,7,8,13,3,9,3,10,6,6,2,7,2,3,1,4,8,4,6,8,4,5,7,7,3,13,1,2,8,4,2,3,2,3,5,4,3,38,3,2,6,8,2,6,6,1,2,7,9,3,5,6,3,30,6,2,4,3,2,1,5,3,7,5,2,7,5,4,6,5,33,2,1,10,5,5,3,3,10,2,5,1,2,7,8,6,4
17,7,8,13,10,11,6,3,4,8,7,6,14,7,10,12,6,3,11,2,10,5,5,12,7,3,5,4,7,3,3,5,1,4,3,7,3,8,4,3,3,9,1,4,3,3,4,5,3,10,28,4,6,3,6,2,3,6,7,11,0,3,5,5,4,5,22,5,1,6,4,4,3,3,2,3,3,1,3,4,5,5,1,34,8,5,9,5,4,6,6,5,7,5,1,2,2,5,2,4
16,9,13,7,12,8,5,5,8,13,5,13,22,5,6,9,11,6,11,4,3,4,7,7,9,14,3,8,8,4,3,8,6,6,10,4,3,7,9,5,4,9,7,7,5,5,6,6,8,4,26,1,4,10,5,6,2,0,4,4,2,6,4,1,1,4,38,2,4,3,6,1,3,8,4,4,4,4,2,7,4,6,3,32,1,4,7,7,6,9,2,4,1,3,3,5,11,3,6,0
15,12,5,7,10,5,16,2,12,13,5,13,16,6,5,14,6,3,4,6,4,12,2,7,15,10,4,6,3,2,6,8,5,3,5,4,4,2,13,4,5,11,5,6,2,5,6,5,3,5,35,5,3,3,5,6,4,10,1,12,5,3,5,4,2,5,45,4,7,5,8,6,7,6,1,6,8,3,2,5,6,3,2,33,8,2,5,6,2,2,2,3,5,7,7,0,4,5,1,3
14,5,9,5,8,8,10,3,4,10,3,11,23,1,3,9,9,4,7,8,7,5,3,7,7,10,3,7,3,5,10,6,8,12,8,7,2,2,11,4,1,4,6,1,8,4,4,3,4,1,36,8,5,2,4,8,3,2,2,3,8,3,6,5,7,6,29,3,6,6,4,4,3,6,4,5,4,3,6,3,2,8,2,28,3,5,4,2,4,5,2,6,9,2,3,7,2,4,5,3
16,4,10,9,10,2,8,5,8,6,1,7,8,4,5,2,10,4,12,0,7,7,8,4,8,10,1,2,7,5,2,7,4,7,8,4,2,6,6,3,9,7,4,3,5,6,2,4,5,6,31,6,1,4,6,5,1,7,7,4,5,5,9,4,4,4,21,4,1,3,1,4,8,5,2,5,5,5,2,4,1,4,3,32,2,10,6,3,3,3,1,5,2,5,3,11,6,7,5,3
21,9,14,9,5,8,8,3,9,10,4,13,12,5,11,3,9,4,7,2,2,7,6,4,8,6,3,5,8,2,4,7,6,5,5,3,1,7,9,5,4,7,2,4,4,2,1,3,7,2,41,6,1,6,5,5,3,3,8,4,3,3,5,6,8,8,40,4,8,6,3,6,5,6,4,6,4,3,5,2,6,3,3,31,2,5,5,3,2,10,6,8,12,5,4,2,4,1,6,4
12,6,8,10,3,5,10,2,7,9,4,15,13,3,7,1,8,5,12,6,7,6,7,5,8,4,5,6,8,6,4,2,5,6,5,4,6,5,7,1,8,7,1,2,1,3,4,6,4,6,37,2,6,9,3,6,6,4,6,5,3,3,6,5,8,2,38,9,7,8,7,2,5,5,6,5,2,2,5,4,5,3,1,35,4,2,6,8,2,4,4,4,4,2,4,4,3,3,6,4
14,8,9,10,3,14,5,4,6,7,8,15,16,5,3,6,8,3,9,2,7,6,4,3,9,6,4,7,9,3,6,10,2,6,8,6,5,5,12,3,1,6,7,5,8,4,5,4,9,3,32,3,3,3,3,5,6,4,7,8,2,5,7,6,2,4,35,4,5,6,10,3,1,4,3,9,5,1,3,7,4,2,5,33,8,7,3,3,4,5,1,8,3,7,2,2,6,4,6,2
8,6,9,5,5,6,6,5,11,3,4,15,16,1,1,4,7,7,9,6,5,10,5,3,5,8,3,7,2,4,3,4,3,7,8,1,4,4,7,4,3,8,2,3,1,3,7,5,2,3,32,6,3,4,3,3,6,4,4,5,3,5,3,5,10,1,24,6,6,5,4,3,2,6,6,4,4,3,4,4,5,8,2,37,2,2,9,6,4,5,2,4,3,4,7,6,4,7,5,6
